Event ID,Start Time (UTC),Start Time (Local Pacific),End Time (UTC),End Time (Local Pacific),Duration (s),Dominant Frequency (Hz),Frequency Stddev (Hz),"SPI (peak, counts)","SPI (mean, counts)","SPI (peak, Pa)","SPI (mean, Pa)",Amplitude (peak dB SPL),Amplitude (mean dB SPL),Waveform Type,Mechanical Signature,Impulse/Pressure Event,Distrubance Energy Prominence,Distrubance Energy Concentration,Distrubance-Candidate,Event Discrimination
76,2025-04-07 16:40:21,2025-04-07 09:40:21,2025-04-07 16:40:51,2025-04-07 09:40:51,29.980771430145516,3.37,0.033354712113728535,102.0,24.70558,0.102000006,0.024705581,74.151405,61.835304,clustered,False,False,True,True,True,disturbance-candidate
77,2025-04-07 16:40:51,2025-04-07 09:40:51,2025-04-07 16:41:21,2025-04-07 09:41:21,29.980771430145516,3.3,0.016677356056864268,108.0,27.273893,0.108,0.027273895,74.64787,62.694344,clustered,False,False,True,True,True,disturbance-candidate
43,2025-04-07 23:17:12,2025-04-07 16:17:12,2025-04-07 23:17:13,2025-04-07 16:17:13,1.480769339397822,9.45,0.33766231289157655,1072.0,66.28571,1.072,0.066285715,94.5833,70.4078,pulse,False,True,True,False,False,pressure/impulse
76,2025-04-07 22:18:32,2025-04-07 15:18:32,2025-04-07 22:19:02,2025-04-07 15:19:02,29.980771430145516,6.4,0.016677356056864046,82.0,18.524694,0.082,0.018524695,72.25568,59.33442,clustered,False,False,True,True,True,disturbance-candidate
10,2025-04-29 20:05:55,2025-04-29 13:05:55,2025-04-29 20:06:25,2025-04-29 13:06:25,29.9999933976408,4.47,0.016666670334644973,88.0,12.051282,0.08800001,0.012051282,72.86905,55.600067,clustered,False,False,True,True,True,disturbance-candidate
15,2025-04-29 21:07:56,2025-04-29 14:07:56,2025-04-29 21:08:26,2025-04-29 14:08:26,29.9999933976408,6.4,0.016666670334644973,156.0,18.111538,0.156,0.018111538,77.84189,59.138508,clustered,False,False,True,True,True,disturbance-candidate
21,2025-04-29 21:11:42,2025-04-29 14:11:42,2025-04-29 21:12:12,2025-04-29 14:12:12,29.9999933976408,6.4,0.02721655868737436,82.0,17.433332,0.082,0.017433334,72.25568,58.80701,clustered,False,False,True,True,True,disturbance-candidate
25,2025-04-29 21:14:40,2025-04-29 14:14:40,2025-04-29 21:15:10,2025-04-29 14:15:10,29.9999933976408,6.4,0.0,150.0,17.06282,0.15,0.01706282,77.50123,58.620415,clustered,False,False,True,True,True,disturbance-candidate
29,2025-04-29 21:17:47,2025-04-29 14:17:47,2025-04-29 21:18:17,2025-04-29 14:18:17,29.9999933976408,6.4,0.02721655868737436,90.0,15.485897,0.09,0.015485898,73.064255,57.77813,clustered,False,False,True,True,True,disturbance-candidate
32,2025-04-29 21:19:13,2025-04-29 14:19:13,2025-04-29 21:19:43,2025-04-29 14:19:43,29.9999933976408,6.4,0.016666670334644973,3812.0,50.73846,3.8120003,0.05073846,105.602455,68.08615,continuous,False,False,True,True,True,disturbance-candidate
33,2025-04-29 21:20:22,2025-04-29 14:20:22,2025-04-29 21:20:52,2025-04-29 14:20:52,29.9999933976408,6.4,0.016666670334644973,148.0,15.1782055,0.148,0.015178206,77.384636,57.603806,clustered,False,False,True,True,True,disturbance-candidate
36,2025-04-29 21:22:03,2025-04-29 14:22:03,2025-04-29 21:22:33,2025-04-29 14:22:33,29.9999933976408,6.4,0.016666670334644973,88.0,16.546154,0.08800001,0.016546154,72.86905,58.353344,clustered,False,False,True,True,True,disturbance-candidate
38,2025-04-29 21:23:03,2025-04-29 14:23:03,2025-04-29 21:23:33,2025-04-29 14:23:33,29.9999933976408,6.4,0.016666670334644973,134.0,17.403847,0.134,0.017403848,76.5215,58.792305,clustered,False,False,True,True,True,disturbance-candidate
39,2025-04-29 21:24:59,2025-04-29 14:24:59,2025-04-29 21:25:29,2025-04-29 14:25:29,29.9999933976408,6.4,0.016666670334644973,86.0,14.973077,0.086,0.014973078,72.669365,57.485622,clustered,False,False,True,True,True,disturbance-candidate
40,2025-04-29 21:25:29,2025-04-29 14:25:29,2025-04-29 21:25:59,2025-04-29 14:25:59,29.9999933976408,6.4,0.1342560959201721,88.0,15.328205,0.08800001,0.015328206,72.86905,57.689228,clustered,False,False,True,True,True,disturbance-candidate
43,2025-04-29 21:29:43,2025-04-29 14:29:43,2025-04-29 21:30:13,2025-04-29 14:30:13,29.9999933976408,6.4,0.140791444864809,86.0,16.807692,0.086,0.016807692,72.669365,58.489563,clustered,False,False,True,True,True,disturbance-candidate
44,2025-04-29 21:33:03,2025-04-29 14:33:03,2025-04-29 21:33:33,2025-04-29 14:33:33,29.9999933976408,6.4,0.016666670334644973,150.0,17.034615,0.15,0.017034614,77.50123,58.60605,clustered,False,False,True,True,True,disturbance-candidate
53,2025-04-29 21:38:31,2025-04-29 14:38:31,2025-04-29 21:39:01,2025-04-29 14:39:01,29.9999933976408,6.4,0.13333336267715845,202.0,18.634615,0.202,0.018634615,80.08643,59.38581,clustered,False,False,True,True,True,disturbance-candidate
3,2025-04-16 17:02:40,2025-04-16 10:02:40,2025-04-16 17:03:10,2025-04-16 10:03:10,29.980771430145516,3.37,0.04933228450178431,244.0,30.080822,0.24400002,0.030080823,81.7272,63.545193,clustered,False,False,True,True,True,disturbance-candidate
34,2025-04-16 17:18:10,2025-04-16 10:18:10,2025-04-16 17:18:40,2025-04-16 10:18:40,29.980771430145516,3.47,0.027234008398687774,84.0,28.670942,0.08400001,0.028670944,72.46499,63.128242,clustered,False,False,True,True,True,disturbance-candidate
67,2025-04-16 01:15:41,2025-04-15 18:15:41,2025-04-16 01:15:43,2025-04-15 18:15:43,1.480769339397822,2.7,3.620634540932121,846.0,59.81818,0.846,0.059818182,92.52681,69.51606,pulse,True,True,True,False,False,pressure/impulse
53,2025-04-16 18:36:35,2025-04-16 11:36:35,2025-04-16 18:36:37,2025-04-16 11:36:37,1.9807693760776062,6.56,2.7817141544486748,428.0,37.495144,0.42800003,0.037495147,86.60828,65.4589,pulse,True,True,True,False,False,pressure/impulse
5,2025-04-06 14:11:39,2025-04-06 07:11:39,2025-04-06 14:12:09,2025-04-06 07:12:09,29.980771430145516,6.47,0.027234008398687955,102.0,24.574728,0.102000006,0.024574729,74.151405,61.789173,clustered,False,False,True,True,True,disturbance-candidate
21,2025-04-06 12:23:46,2025-04-06 05:23:46,2025-04-06 12:24:16,2025-04-06 05:24:16,29.980771430145516,12.37,0.0166773560568636,130.0,30.17832,0.13000001,0.030178322,76.25827,63.573303,clustered,False,False,True,True,True,disturbance-candidate
48,2025-04-06 03:28:49,2025-04-05 20:28:49,2025-04-06 03:29:19,2025-04-05 20:29:19,29.980771430145516,6.37,0.01667735605686449,94.0,13.186658,0.094000004,0.013186659,73.441956,56.382095,clustered,False,False,True,True,True,disturbance-candidate
52,2025-04-06 02:49:50,2025-04-05 19:49:50,2025-04-06 02:50:20,2025-04-05 19:50:20,29.980771430145516,6.37,0.027234008398687955,82.0,14.955741,0.082,0.014955741,72.25568,57.475555,clustered,False,False,True,True,True,disturbance-candidate
26,2025-04-06 21:18:19,2025-04-06 14:18:19,2025-04-06 21:18:49,2025-04-06 14:18:49,29.980771430145516,6.3,0.01667735605686449,140.0,15.955099,0.14,0.0159551,76.90196,58.03739,clustered,False,False,True,True,True,disturbance-candidate
38,2025-04-06 21:26:35,2025-04-06 14:26:35,2025-04-06 21:27:05,2025-04-06 14:27:05,29.980771430145516,6.3,0.016677356056864046,80.0,16.24503,0.080000006,0.01624503,72.0412,58.193813,clustered,False,False,True,True,True,disturbance-candidate
39,2025-04-06 21:27:10,2025-04-06 14:27:10,2025-04-06 21:27:40,2025-04-06 14:27:40,29.980771430145516,6.3,0.01667735605686449,164.0,16.387428,0.164,0.01638743,78.276276,58.269615,clustered,False,False,True,True,True,disturbance-candidate
40,2025-04-06 21:27:40,2025-04-06 14:27:40,2025-04-06 21:28:10,2025-04-06 14:28:10,29.980771430145516,6.3,0.016677356056864046,98.0,15.864016,0.098000005,0.015864016,73.803925,57.987663,clustered,False,False,True,True,True,disturbance-candidate
46,2025-04-06 21:31:21,2025-04-06 14:31:21,2025-04-06 21:31:51,2025-04-06 14:31:51,29.980771430145516,6.3,0.027234008398687955,88.0,19.56254,0.08800001,0.01956254,72.86905,59.807907,clustered,False,False,True,True,True,disturbance-candidate
48,2025-04-06 21:33:48,2025-04-06 14:33:48,2025-04-06 21:34:18,2025-04-06 14:34:18,29.980771430145516,6.3,0.01667735605686449,350.0,18.12059,0.35000002,0.01812059,84.86076,59.142845,continuous,False,False,True,True,True,disturbance-candidate
55,2025-04-06 21:39:36,2025-04-06 14:39:36,2025-04-06 21:40:06,2025-04-06 14:40:06,29.980771430145516,6.3,0.027234008398687955,98.0,16.237331,0.098000005,0.016237332,73.803925,58.189693,clustered,False,False,True,True,True,disturbance-candidate
9,2025-04-06 22:06:34,2025-04-06 15:06:34,2025-04-06 22:07:04,2025-04-06 15:07:04,29.980771430145516,6.34,0.016677356056864046,132.0,16.873636,0.132,0.016873637,76.39088,58.523575,clustered,False,False,True,True,True,disturbance-candidate
16,2025-04-06 22:10:31,2025-04-06 15:10:31,2025-04-06 22:11:01,2025-04-06 15:11:01,29.980771430145516,6.34,0.027234008398687955,92.0,20.35279,0.09200001,0.020352792,73.25516,60.151882,clustered,False,False,True,True,True,disturbance-candidate
25,2025-04-06 22:15:31,2025-04-06 15:15:31,2025-04-06 22:16:01,2025-04-06 15:16:01,29.980771430145516,6.34,0.016677356056864046,84.0,20.991661,0.08400001,0.020991663,72.46499,60.420338,clustered,False,False,True,True,True,disturbance-candidate
26,2025-04-06 22:16:01,2025-04-06 15:16:01,2025-04-06 22:16:31,2025-04-06 15:16:31,29.980771430145516,6.34,0.027234008398687955,80.0,19.208467,0.080000006,0.019208468,72.0412,59.649258,clustered,False,False,True,True,True,disturbance-candidate
33,2025-04-06 22:20:09,2025-04-06 15:20:09,2025-04-06 22:20:39,2025-04-06 15:20:39,29.980771430145516,6.34,0.01667735605686449,96.0,19.407312,0.096,0.019407313,73.624825,59.73871,clustered,False,False,True,True,True,disturbance-candidate
34,2025-04-06 22:20:39,2025-04-06 15:20:39,2025-04-06 22:21:09,2025-04-06 15:21:09,29.980771430145516,6.34,0.016677356056864046,80.0,17.476587,0.080000006,0.017476588,72.0412,58.828537,clustered,False,False,True,True,True,disturbance-candidate
52,2025-04-06 22:31:56,2025-04-06 15:31:56,2025-04-06 22:32:26,2025-04-06 15:32:26,29.980771430145516,6.34,0.01667735605686449,88.0,15.24567,0.08800001,0.015245671,72.86905,57.64233,clustered,False,False,True,True,True,disturbance-candidate
53,2025-04-06 22:32:26,2025-04-06 15:32:26,2025-04-06 22:32:56,2025-04-06 15:32:56,29.980771430145516,6.34,0.01667735605686449,102.0,16.375881,0.102000006,0.016375883,74.151405,58.263493,clustered,False,False,True,True,True,disturbance-candidate
54,2025-04-06 22:34:47,2025-04-06 15:34:47,2025-04-06 22:35:17,2025-04-06 15:35:17,29.980771430145516,6.34,0.01667735605686449,82.0,16.64272,0.082,0.01664272,72.25568,58.40389,clustered,False,False,True,True,True,disturbance-candidate
56,2025-04-06 22:35:47,2025-04-06 15:35:47,2025-04-06 22:36:17,2025-04-06 15:36:17,29.980771430145516,6.34,0.016677356056864046,88.0,15.515074,0.08800001,0.015515074,72.86905,57.794476,clustered,False,False,True,True,True,disturbance-candidate
14,2025-04-06 18:13:45,2025-04-06 11:13:45,2025-04-06 18:14:15,2025-04-06 11:14:15,29.980771430145516,12.84,0.01667735605686449,118.0,12.514432,0.11800001,0.012514433,75.41704,55.927624,clustered,False,False,True,True,True,disturbance-candidate
2,2025-04-01 15:00:49,2025-04-01 08:00:49,2025-04-01 15:01:19,2025-04-01 08:01:19,29.9999933976408,5.07,0.016666670334644973,1936.0,27.535898,1.9360001,0.027535899,99.717514,62.777386,continuous,False,False,True,True,True,disturbance-candidate
11,2025-04-01 15:05:39,2025-04-01 08:05:39,2025-04-01 15:06:09,2025-04-01 08:06:09,29.9999933976408,5.07,0.016666670334644973,80.0,17.65,0.080000006,0.01765,72.0412,58.914295,clustered,False,False,True,True,True,disturbance-candidate
50,2025-04-01 15:26:08,2025-04-01 08:26:08,2025-04-01 15:26:38,2025-04-01 08:26:38,29.9999933976408,5.1,0.01666667033464453,84.0,21.191025,0.08400001,0.021191025,72.46499,60.502438,clustered,False,False,True,True,True,disturbance-candidate
175,2025-04-01 23:51:25,2025-04-01 16:51:25,2025-04-01 23:51:55,2025-04-01 16:51:55,29.980771430145516,2.4,0.016677356056864046,132.0,22.265554,0.132,0.022265555,76.39088,60.932076,clustered,False,False,True,True,True,disturbance-candidate
116,2025-04-01 22:32:19,2025-04-01 15:32:19,2025-04-01 22:32:49,2025-04-01 15:32:49,29.980771430145516,3.37,0.016677356056864268,110.0,29.090443,0.11000001,0.029090444,74.80725,63.25441,clustered,False,False,True,True,True,disturbance-candidate
126,2025-04-01 22:36:01,2025-04-01 15:36:01,2025-04-01 22:36:31,2025-04-01 15:36:31,29.980771430145516,3.37,0.016677356056864268,186.0,38.22707,0.186,0.03822707,79.36966,65.62682,clustered,False,False,True,True,True,disturbance-candidate
129,2025-04-01 22:37:12,2025-04-01 15:37:12,2025-04-01 22:37:42,2025-04-01 15:37:42,29.980771430145516,3.4,0.016677356056864268,116.0,27.068634,0.116000004,0.027068635,75.26856,62.628727,clustered,False,False,True,True,True,disturbance-candidate
137,2025-04-01 22:41:16,2025-04-01 15:41:16,2025-04-01 22:41:46,2025-04-01 15:41:46,29.980771430145516,3.37,0.016677356056864268,114.0,32.12444,0.11400001,0.03212444,75.1175,64.11611,clustered,False,False,True,True,True,disturbance-candidate
16,2025-04-01 18:07:04,2025-04-01 11:07:04,2025-04-01 18:07:34,2025-04-01 11:07:34,29.984031955531186,14.01,0.01667554252682013,80.0,20.611378,0.080000006,0.02061138,72.0412,60.26154,clustered,False,False,True,True,True,disturbance-candidate
33,2025-04-01 18:15:14,2025-04-01 11:15:14,2025-04-01 18:15:44,2025-04-01 11:15:44,29.984031955531186,14.01,0.027231046916527786,102.0,23.775188,0.102000006,0.02377519,74.151405,61.50188,clustered,False,False,True,True,True,disturbance-candidate
34,2025-04-01 18:15:44,2025-04-01 11:15:44,2025-04-01 18:16:14,2025-04-01 11:16:14,29.984031955531186,14.01,0.01667554252682102,96.0,24.707335,0.096,0.024707336,73.624825,61.83592,clustered,False,False,True,True,True,disturbance-candidate
67,2025-04-01 18:26:17,2025-04-01 11:26:17,2025-04-01 18:26:47,2025-04-01 11:26:47,29.984031955531186,14.01,0.01667554252682102,80.0,17.877998,0.080000006,0.017878,72.0412,59.02578,clustered,False,False,True,True,True,disturbance-candidate
71,2025-04-01 18:28:17,2025-04-01 11:28:17,2025-04-01 18:28:47,2025-04-01 11:28:47,29.984031955531186,14.01,0.01667554252682013,338.0,26.77176,0.33800003,0.026771761,84.55773,62.53294,clustered,False,False,True,True,True,disturbance-candidate
95,2025-04-01 18:37:19,2025-04-01 11:37:19,2025-04-01 18:37:49,2025-04-01 11:37:49,29.984031955531186,14.01,0.01667554252682013,88.0,18.501713,0.08800001,0.018501714,72.86905,59.32364,clustered,False,False,True,True,True,disturbance-candidate
102,2025-04-01 18:40:45,2025-04-01 11:40:45,2025-04-01 18:41:15,2025-04-01 11:41:15,29.984031955531186,14.01,0.01667554252682102,114.0,21.549006,0.11400001,0.021549007,75.1175,60.647945,clustered,False,False,True,True,True,disturbance-candidate
105,2025-04-01 18:41:58,2025-04-01 11:41:58,2025-04-01 18:42:28,2025-04-01 11:42:28,29.984031955531186,14.01,0.01667554252682013,96.0,19.734064,0.096,0.019734064,73.624825,59.88373,clustered,False,False,True,True,True,disturbance-candidate
38,2025-04-10 16:18:41,2025-04-10 09:18:41,2025-04-10 16:19:11,2025-04-10 09:19:11,29.980771430145516,7.47,0.016677356056864046,138.0,29.45093,0.13800001,0.02945093,76.77698,63.36138,clustered,False,False,True,True,True,disturbance-candidate
39,2025-04-10 16:19:11,2025-04-10 09:19:11,2025-04-10 16:19:41,2025-04-10 09:19:41,29.980771430145516,7.47,0.016677356056864046,108.0,29.80757,0.108,0.029807571,74.64787,63.465935,clustered,False,False,True,True,True,disturbance-candidate
62,2025-04-10 17:49:58,2025-04-10 10:49:58,2025-04-10 17:49:59,2025-04-10 10:49:59,1.480769339397822,2.03,1.5309013302353915,3992.0,323.22076,3.992,0.3232208,106.003204,84.16939,pulse,True,True,True,False,False,pressure/impulse
19,2025-04-10 03:15:07,2025-04-09 20:15:07,2025-04-10 03:15:37,2025-04-09 20:15:37,29.980771430145516,6.4,0.027234008398687594,98.0,14.801796,0.098000005,0.0148017965,73.803925,57.38569,clustered,False,False,True,True,True,disturbance-candidate
20,2025-04-10 03:15:37,2025-04-09 20:15:37,2025-04-10 03:16:07,2025-04-09 20:16:07,29.980771430145516,6.4,0.027234008398687594,80.0,18.302757,0.080000006,0.018302757,72.0412,59.229733,clustered,False,False,True,True,True,disturbance-candidate
23,2025-04-10 03:18:47,2025-04-09 20:18:47,2025-04-10 03:19:17,2025-04-09 20:19:17,29.980771430145516,6.4,0.016677356056864046,104.0,15.13406,0.104,0.015134061,74.32007,57.57851,clustered,False,False,True,True,True,disturbance-candidate
67,2025-04-10 00:40:08,2025-04-09 17:40:08,2025-04-10 00:40:38,2025-04-09 17:40:38,29.980771430145516,6.37,0.016677356056864046,124.0,19.123796,0.124000005,0.019123798,75.84784,59.61088,clustered,False,False,True,True,True,disturbance-candidate
85,2025-04-10 00:52:16,2025-04-09 17:52:16,2025-04-10 00:52:46,2025-04-09 17:52:46,29.980771430145516,6.37,0.016677356056864046,330.0,23.255934,0.33,0.023255935,84.34968,61.310078,clustered,False,False,True,True,True,disturbance-candidate
1,2025-04-10 01:00:00,2025-04-09 18:00:00,2025-04-10 01:00:29,2025-04-09 18:00:29,29.980771430145516,6.34,0.016677356056864046,102.0,15.465042,0.102000006,0.015465043,74.151405,57.766422,clustered,False,False,True,True,True,disturbance-candidate
3,2025-04-10 01:01:08,2025-04-09 18:01:08,2025-04-10 01:01:38,2025-04-09 18:01:38,29.980771430145516,6.34,0.027234008398687955,82.0,17.353432,0.082,0.017353432,72.25568,58.76711,clustered,False,False,True,True,True,disturbance-candidate
11,2025-04-10 01:05:07,2025-04-09 18:05:07,2025-04-10 01:05:37,2025-04-09 18:05:37,29.980771430145516,6.34,0.07596897231590058,102.0,19.381655,0.102000006,0.019381655,74.151405,59.727215,clustered,False,False,True,True,True,disturbance-candidate
13,2025-04-10 01:06:07,2025-04-09 18:06:07,2025-04-10 01:06:37,2025-04-09 18:06:37,29.980771430145516,6.34,0.0,82.0,20.198845,0.082,0.020198846,72.25568,60.08593,clustered,False,False,True,True,True,disturbance-candidate
22,2025-04-10 01:10:39,2025-04-09 18:10:39,2025-04-10 01:11:09,2025-04-09 18:11:09,29.980771430145516,6.34,0.016677356056864046,86.0,18.655548,0.086,0.01865555,72.669365,59.39556,clustered,False,False,True,True,True,disturbance-candidate
23,2025-04-10 01:11:09,2025-04-09 18:11:09,2025-04-10 01:11:39,2025-04-09 18:11:39,29.980771430145516,6.34,0.027234008398687955,118.0,17.376524,0.11800001,0.017376525,75.41704,58.778656,clustered,False,False,True,True,True,disturbance-candidate
36,2025-04-10 01:17:08,2025-04-09 18:17:08,2025-04-10 01:17:38,2025-04-09 18:17:38,29.980771430145516,6.34,0.027234008398687955,86.0,16.93265,0.086,0.01693265,72.669365,58.5539,clustered,False,False,True,True,True,disturbance-candidate
37,2025-04-10 01:18:26,2025-04-09 18:18:26,2025-04-10 01:18:55,2025-04-09 18:18:55,29.980771430145516,6.34,0.016677356056864046,106.0,15.486851,0.106000006,0.015486851,74.48552,57.778664,clustered,False,False,True,True,True,disturbance-candidate
43,2025-04-10 01:21:25,2025-04-09 18:21:25,2025-04-10 01:21:55,2025-04-09 18:21:55,29.980771430145516,6.34,0.027234008398687955,112.0,18.393843,0.112,0.018393844,74.96376,59.27285,clustered,False,False,True,True,True,disturbance-candidate
46,2025-04-10 01:23:57,2025-04-09 18:23:57,2025-04-10 01:24:27,2025-04-09 18:24:27,29.980771430145516,6.34,0.2338136505683529,114.0,18.233482,0.11400001,0.018233484,75.1175,59.196793,clustered,False,False,True,True,True,disturbance-candidate
53,2025-04-10 20:13:49,2025-04-10 13:13:49,2025-04-10 20:14:19,2025-04-10 13:14:19,29.980771430145516,3.37,0.027234008398687955,84.0,20.90186,0.08400001,0.02090186,72.46499,60.383102,clustered,False,False,True,True,True,disturbance-candidate
55,2025-04-10 20:14:58,2025-04-10 13:14:58,2025-04-10 20:15:28,2025-04-10 13:15:28,29.980771430145516,3.37,0.027234008398687955,118.0,28.913406,0.11800001,0.028913409,75.41704,63.201385,clustered,False,False,True,True,True,disturbance-candidate
66,2025-04-10 20:18:57,2025-04-10 13:18:57,2025-04-10 20:19:27,2025-04-10 13:19:27,29.980771430145516,3.37,0.016677356056864268,104.0,27.524054,0.104,0.027524054,74.32007,62.773647,clustered,False,False,True,True,True,disturbance-candidate
48,2025-04-26 20:32:35,2025-04-26 13:32:35,2025-04-26 20:33:05,2025-04-26 13:33:05,29.980771430145516,6.37,0.016677356056864046,106.0,12.989096,0.106000006,0.012989096,74.48552,56.250977,clustered,False,False,True,True,True,disturbance-candidate
46,2025-04-26 21:45:05,2025-04-26 14:45:05,2025-04-26 21:45:35,2025-04-26 14:45:35,29.980771430145516,2.37,0.016677356056864268,102.0,24.496471,0.102000006,0.024496473,74.151405,61.76147,clustered,False,False,True,True,True,disturbance-candidate
54,2025-04-26 21:49:39,2025-04-26 14:49:39,2025-04-26 21:50:09,2025-04-26 14:50:09,29.980771430145516,2.37,0.25071563641049294,112.0,22.774857,0.112,0.022774858,74.96376,61.128517,clustered,False,False,True,True,True,disturbance-candidate
40,2025-04-26 18:30:55,2025-04-26 11:30:55,2025-04-26 18:31:25,2025-04-26 11:31:25,29.980771430145516,3.34,0.027234008398687955,114.0,26.528543,0.11400001,0.026528545,75.1175,62.45367,clustered,False,False,True,True,True,disturbance-candidate
107,2025-04-08 00:36:56,2025-04-07 17:36:56,2025-04-08 00:37:26,2025-04-07 17:37:26,29.980771430145516,6.4,0.016677356056864046,152.0,19.693394,0.15200001,0.019693395,77.61627,59.865814,clustered,False,False,True,True,True,disturbance-candidate
160,2025-04-08 21:44:37,2025-04-08 14:44:37,2025-04-08 21:44:38,2025-04-08 14:44:38,1.480769339397822,4.05,4.01565675784318,1196.0,64.93507,1.1960001,0.064935066,95.53403,70.22899,pulse,True,True,True,False,False,pressure/impulse
14,2025-04-08 23:08:54,2025-04-08 16:08:54,2025-04-08 23:09:24,2025-04-08 16:09:24,29.980771430145516,6.37,0.027234008398687955,158.0,21.869146,0.158,0.021869147,77.952545,60.77604,clustered,False,False,True,True,True,disturbance-candidate
156,2025-04-08 23:45:59,2025-04-08 16:45:59,2025-04-08 23:46:29,2025-04-08 16:46:29,29.980771430145516,6.4,0.016677356056864046,122.0,16.670942,0.12200001,0.016670942,75.7066,58.418602,clustered,False,False,True,True,True,disturbance-candidate
10,2025-04-21 00:10:18,2025-04-20 17:10:18,2025-04-21 00:10:48,2025-04-20 17:10:48,29.980771430145516,8.77,0.1656580058373658,80.0,15.093008,0.080000006,0.015093009,72.0412,57.554916,clustered,False,False,True,True,True,disturbance-candidate
12,2025-04-21 00:13:05,2025-04-20 17:13:05,2025-04-21 00:13:35,2025-04-20 17:13:35,29.980771430145516,4.77,0.016677356056864046,126.0,17.480436,0.126,0.017480437,75.98681,58.83045,clustered,False,False,True,True,True,disturbance-candidate
22,2025-04-21 20:14:55,2025-04-21 13:14:55,2025-04-21 20:15:25,2025-04-21 13:15:25,29.980771430145516,6.37,0.027234008398687955,122.0,13.293137,0.12200001,0.013293137,75.7066,56.45195,clustered,False,False,True,True,True,disturbance-candidate
78,2025-04-21 22:52:28,2025-04-21 15:52:28,2025-04-21 22:52:58,2025-04-21 15:52:58,29.980771430145516,6.37,0.016677356056864046,84.0,14.074407,0.08400001,0.0140744075,72.46499,56.948006,clustered,False,False,True,True,True,disturbance-candidate
41,2025-04-30 15:30:30,2025-04-30 08:30:30,2025-04-30 15:31:00,2025-04-30 08:31:00,29.9999933976408,4.1,0.016666670334644973,138.0,38.946156,0.13800001,0.03894616,76.77698,65.7887,clustered,False,False,True,True,True,disturbance-candidate
31,2025-04-30 05:27:31,2025-04-29 22:27:31,2025-04-30 05:28:01,2025-04-29 22:28:01,29.9999933976408,6.4,0.11863422890920758,84.0,13.573077,0.08400001,0.0135730775,72.46499,56.632965,clustered,False,False,True,True,True,disturbance-candidate
83,2025-04-30 05:50:40,2025-04-29 22:50:40,2025-04-30 05:51:10,2025-04-29 22:51:10,29.9999933976408,6.4,0.016666670334644973,158.0,13.64359,0.158,0.013643591,77.952545,56.677975,clustered,False,False,True,True,True,disturbance-candidate
2,2025-04-30 06:02:39,2025-04-29 23:02:39,2025-04-30 06:03:09,2025-04-29 23:03:09,29.9999933976408,6.4,0.016666670334644973,106.0,13.857693,0.106000006,0.013857693,74.48552,56.81322,clustered,False,False,True,True,True,disturbance-candidate
7,2025-04-30 03:01:37,2025-04-29 20:01:37,2025-04-30 03:01:39,2025-04-29 20:01:39,1.99999955984272,7.0,4.41889977952363,672.0,38.78846,0.67200005,0.03878846,90.526794,65.75345,pulse,True,True,False,False,False,pressure/impulse
62,2025-04-23 15:41:05,2025-04-23 08:41:05,2025-04-23 15:41:35,2025-04-23 08:41:35,29.980771430145516,7.47,0.016677356056864046,94.0,16.508018,0.094000004,0.016508019,73.441956,58.3333,clustered,False,False,True,True,True,disturbance-candidate
11,2025-04-23 08:13:05,2025-04-23 01:13:05,2025-04-23 08:13:35,2025-04-23 01:13:35,29.980771430145516,9.14,0.23166522442082543,96.0,21.32649,0.096,0.021326492,73.624825,60.55779,clustered,False,False,True,True,True,disturbance-candidate
16,2025-04-23 05:23:32,2025-04-22 22:23:32,2025-04-23 05:23:34,2025-04-22 22:23:34,1.9807693760776062,3.03,2.6742592680018547,206.0,25.728155,0.20600002,0.025728157,80.256744,62.187572,pulse,True,True,True,False,False,pressure/impulse
40,2025-04-23 22:27:17,2025-04-23 15:27:17,2025-04-23 22:27:18,2025-04-23 15:27:18,1.480769339397822,6.75,2.9372092833864447,2006.0,167.7922,2.006,0.16779222,100.02602,78.47484,pulse,True,True,True,False,False,pressure/impulse
37,2025-04-04 16:17:59,2025-04-04 09:17:59,2025-04-04 16:18:29,2025-04-04 09:18:29,29.980771430145516,6.5,0.016677356056864046,214.0,43.141758,0.21400002,0.04314176,80.58768,66.67735,clustered,False,False,True,True,True,disturbance-candidate
12,2025-04-04 11:17:29,2025-04-04 04:17:29,2025-04-04 11:17:59,2025-04-04 04:17:59,29.980771430145516,5.1,0.01667735605686449,84.0,15.751122,0.08400001,0.015751123,72.46499,57.92563,clustered,False,False,True,True,True,disturbance-candidate
18,2025-04-04 11:21:42,2025-04-04 04:21:42,2025-04-04 11:22:12,2025-04-04 04:22:12,29.980771430145516,5.1,0.027234008398687955,104.0,22.424631,0.104,0.022424633,74.32007,60.993904,clustered,False,False,True,True,True,disturbance-candidate
38,2025-04-04 11:31:42,2025-04-04 04:31:42,2025-04-04 11:32:12,2025-04-04 04:32:12,29.980771430145516,5.07,0.01667735605686449,134.0,26.903143,0.134,0.026903145,76.5215,62.57546,clustered,False,False,True,True,True,disturbance-candidate
43,2025-04-04 11:34:11,2025-04-04 04:34:11,2025-04-04 11:34:41,2025-04-04 04:34:41,29.980771430145516,5.07,0.45028861353533456,106.0,24.384863,0.106000006,0.024384864,74.48552,61.721806,clustered,False,False,True,True,True,disturbance-candidate
