Event ID,Start Time (UTC),Start Time (Local Pacific),End Time (UTC),End Time (Local Pacific),Duration (s),Dominant Frequency (Hz),Frequency Stddev (Hz),"SPI (peak, counts)","SPI (mean, counts)","SPI (peak, Pa)","SPI (mean, Pa)",Amplitude (peak dB SPL),Amplitude (mean dB SPL),Waveform Type,Mechanical Signature,Impulse/Pressure Event,Distrubance Energy Prominence,Distrubance Energy Concentration,Distrubance-Candidate,Event Discrimination
49,2025-04-04 11:37:11,2025-04-04 04:37:11,2025-04-04 11:37:41,2025-04-04 04:37:41,29.980771430145516,5.07,0.01667735605686449,104.0,21.471457,0.104,0.021471458,74.32007,60.61663,clustered,False,False,True,True,True,disturbance-candidate
50,2025-04-04 11:37:41,2025-04-04 04:37:41,2025-04-04 11:38:11,2025-04-04 04:38:11,29.980771430145516,5.07,0.0,136.0,24.774857,0.136,0.024774857,76.65018,61.859623,clustered,False,False,True,True,True,disturbance-candidate
54,2025-04-04 11:39:41,2025-04-04 04:39:41,2025-04-04 11:40:11,2025-04-04 04:40:11,29.980771430145516,5.07,0.0,104.0,24.337397,0.104,0.024337398,74.32007,61.704884,clustered,False,False,True,True,True,disturbance-candidate
55,2025-04-04 11:40:11,2025-04-04 04:40:11,2025-04-04 11:40:41,2025-04-04 04:40:41,29.980771430145516,5.07,0.05003206817059258,96.0,21.285439,0.096,0.021285439,73.624825,60.541054,clustered,False,False,True,True,True,disturbance-candidate
56,2025-04-04 11:42:17,2025-04-04 04:42:17,2025-04-04 11:42:47,2025-04-04 04:42:47,29.980771430145516,5.07,0.027234008398687955,88.0,19.549711,0.08800001,0.019549713,72.86905,59.802208,clustered,False,False,True,True,True,disturbance-candidate
62,2025-04-04 11:50:41,2025-04-04 04:50:41,2025-04-04 11:51:11,2025-04-04 04:51:11,29.980771430145516,5.07,0.027234008398687955,88.0,19.624119,0.08800001,0.01962412,72.86905,59.835205,clustered,False,False,True,True,True,disturbance-candidate
67,2025-04-04 11:54:32,2025-04-04 04:54:32,2025-04-04 11:55:02,2025-04-04 04:55:02,29.980771430145516,5.07,0.016677356056864046,86.0,18.618345,0.086,0.018618345,72.669365,59.378223,clustered,False,False,True,True,True,disturbance-candidate
8,2025-04-04 05:04:37,2025-04-03 22:04:37,2025-04-04 05:05:07,2025-04-03 22:05:07,29.980771430145516,6.64,0.14999322254115602,252.0,36.538807,0.252,0.03653881,82.00741,65.23449,clustered,False,False,True,True,True,disturbance-candidate
24,2025-04-04 03:17:02,2025-04-03 20:17:02,2025-04-04 03:17:32,2025-04-03 20:17:32,29.980771430145516,6.37,0.027234008398687955,98.0,14.7145605,0.098000005,0.014714561,73.803925,57.334347,clustered,False,False,True,True,True,disturbance-candidate
32,2025-04-04 03:21:57,2025-04-03 20:21:57,2025-04-04 03:22:27,2025-04-03 20:22:27,29.980771430145516,6.37,0.0,114.0,16.62091,0.11400001,0.016620912,75.1175,58.392494,clustered,False,False,True,True,True,disturbance-candidate
33,2025-04-04 03:22:30,2025-04-03 20:22:30,2025-04-04 03:23:00,2025-04-03 20:23:00,29.980771430145516,6.37,0.0,116.0,13.788326,0.116000004,0.013788327,75.26856,56.769634,clustered,False,False,True,True,True,disturbance-candidate
42,2025-04-04 03:28:02,2025-04-03 20:28:02,2025-04-04 03:28:32,2025-04-03 20:28:32,29.980771430145516,6.37,0.01667735605686449,108.0,16.924952,0.108,0.016924953,74.64787,58.54995,clustered,False,False,True,True,True,disturbance-candidate
48,2025-04-04 03:31:02,2025-04-03 20:31:02,2025-04-04 03:31:32,2025-04-03 20:31:32,29.980771430145516,6.37,0.027234008398687955,86.0,18.714561,0.086,0.018714562,72.669365,59.422993,clustered,False,False,True,True,True,disturbance-candidate
80,2025-04-04 03:50:11,2025-04-03 20:50:11,2025-04-04 03:50:41,2025-04-03 20:50:41,29.980771430145516,6.37,0.01667735605686449,98.0,21.239256,0.098000005,0.021239256,73.803925,60.52219,clustered,False,False,True,True,True,disturbance-candidate
81,2025-04-04 03:50:41,2025-04-03 20:50:41,2025-04-04 03:51:11,2025-04-03 20:51:11,29.980771430145516,6.37,0.027234008398687955,96.0,23.719051,0.096,0.023719052,73.624825,61.481346,clustered,False,False,True,True,True,disturbance-candidate
94,2025-04-04 03:57:10,2025-04-03 20:57:10,2025-04-04 03:57:40,2025-04-03 20:57:40,29.980771430145516,6.37,0.0,86.0,20.737652,0.086,0.020737654,72.669365,60.314594,clustered,False,False,True,True,True,disturbance-candidate
96,2025-04-04 03:58:10,2025-04-03 20:58:10,2025-04-04 03:58:40,2025-04-03 20:58:40,29.980771430145516,6.37,0.016677356056864046,102.0,19.430405,0.102000006,0.019430406,74.151405,59.74904,clustered,False,False,True,True,True,disturbance-candidate
9,2025-04-04 02:03:59,2025-04-03 19:03:59,2025-04-04 02:04:29,2025-04-03 19:04:29,29.980771430145516,6.6,0.027234008398687955,126.0,31.186659,0.126,0.03118666,75.98681,63.858776,clustered,False,False,True,True,True,disturbance-candidate
15,2025-04-04 02:07:17,2025-04-03 19:07:17,2025-04-04 02:07:47,2025-04-03 19:07:47,29.980771430145516,12.84,0.01667735605686449,82.0,14.746633,0.082,0.014746633,72.25568,57.353256,clustered,False,False,True,True,True,disturbance-candidate
4,2025-04-15 16:01:29,2025-04-15 09:01:29,2025-04-15 16:01:59,2025-04-15 09:01:59,29.980771430145516,3.4,0.027234008398687955,132.0,29.583067,0.132,0.029583069,76.39088,63.400265,clustered,False,False,True,True,True,disturbance-candidate
40,2025-04-03 10:41:43,2025-04-03 03:41:43,2025-04-03 10:42:13,2025-04-03 03:42:13,29.980771430145516,5.14,0.027234008398687955,98.0,20.270687,0.098000005,0.020270688,73.803925,60.116768,clustered,False,False,True,True,True,disturbance-candidate
42,2025-04-03 10:42:43,2025-04-03 03:42:43,2025-04-03 10:43:13,2025-04-03 03:43:13,29.980771430145516,5.1,0.027234008398687955,88.0,20.726107,0.08800001,0.020726107,72.86905,60.309753,clustered,False,False,True,True,True,disturbance-candidate
21,2025-04-03 01:23:33,2025-04-02 18:23:33,2025-04-03 01:24:03,2025-04-02 18:24:03,29.980771430145516,6.37,0.4748099211718751,234.0,20.626041,0.23400001,0.020626042,81.363716,60.26772,clustered,False,False,True,True,True,disturbance-candidate
26,2025-04-12 17:13:37,2025-04-12 10:13:37,2025-04-12 17:14:07,2025-04-12 10:14:07,29.980771430145516,7.37,0.10310629172326931,90.0,22.753046,0.09,0.022753047,73.064255,61.12019,clustered,False,False,True,True,True,disturbance-candidate
75,2025-04-02 04:39:30,2025-04-01 21:39:30,2025-04-02 04:40:00,2025-04-01 21:40:00,29.980771430145516,5.14,0.027234008398687955,154.0,21.36626,0.15400001,0.021366261,77.72981,60.573967,clustered,False,False,True,True,True,disturbance-candidate
93,2025-04-02 04:52:25,2025-04-01 21:52:25,2025-04-02 04:52:55,2025-04-01 21:52:55,29.980771430145516,6.6,0.027234008398687955,86.0,22.382296,0.086,0.022382297,72.669365,60.977493,clustered,False,False,True,True,True,disturbance-candidate
29,2025-04-13 10:27:56,2025-04-13 03:27:56,2025-04-13 10:28:26,2025-04-13 03:28:26,29.980771430145516,6.4,0.06186377503396132,108.0,22.5619,0.108,0.0225619,74.64787,61.046913,clustered,False,False,True,True,True,disturbance-candidate
36,2025-04-13 21:21:49,2025-04-13 14:21:49,2025-04-13 21:21:51,2025-04-13 14:21:51,1.9807693760776062,12.12,4.1307681709335995,270.0,25.533981,0.27,0.025533982,82.606674,62.121773,pulse,True,True,True,False,False,pressure/impulse
40,2025-04-13 21:23:37,2025-04-13 14:23:37,2025-04-13 21:23:39,2025-04-13 14:23:39,1.9807693760776062,4.54,1.6191359487291659,572.0,33.514565,0.572,0.033514567,89.12732,64.48407,pulse,True,True,True,False,False,pressure/impulse
8,2025-04-05 03:03:35,2025-04-04 20:03:35,2025-04-05 03:04:05,2025-04-04 20:04:05,29.980771430145516,6.4,0.03729170182811615,128.0,20.007698,0.128,0.0200077,76.1236,60.00334,clustered,False,False,True,True,True,disturbance-candidate
118,2025-03-20 16:24:39,2025-03-20 09:24:39,2025-03-20 16:24:41,2025-03-20 09:24:41,1.9807693760776062,2.02,2.3384960175479086,2902.0,276.27185,2.9020002,0.27627185,103.233345,82.80613,pulse,True,True,True,False,False,pressure/impulse
125,2025-03-20 11:22:10,2025-03-20 04:22:10,2025-03-20 11:22:12,2025-03-20 04:22:12,1.9807693760776062,2.52,1.0906100051622813,710.0,64.31068,0.71000004,0.06431068,91.00457,70.145065,pulse,False,True,True,False,False,pressure/impulse
36,2025-03-18 16:24:42,2025-03-18 09:24:42,2025-03-18 16:25:12,2025-03-18 09:25:12,29.980771430145516,5.07,0.027234008398687955,1964.0,58.424633,1.9640001,0.058424637,99.84223,69.311325,clustered,False,False,True,True,True,disturbance-candidate
38,2025-03-18 16:25:41,2025-03-18 09:25:41,2025-03-18 16:26:11,2025-03-18 09:26:11,29.980771430145516,5.07,0.01667735605686449,290.0,28.229635,0.29000002,0.028229637,83.227356,62.993507,clustered,False,False,True,True,True,disturbance-candidate
40,2025-03-18 16:26:41,2025-03-18 09:26:41,2025-03-18 16:27:11,2025-03-18 09:27:11,29.980771430145516,5.1,0.027234008398687955,188.0,24.847979,0.18800001,0.02484798,79.462555,61.885223,clustered,False,False,True,True,True,disturbance-candidate
74,2025-03-18 16:43:41,2025-03-18 09:43:41,2025-03-18 16:44:11,2025-03-18 09:44:11,29.980771430145516,5.1,0.037291701828116246,140.0,28.595253,0.14,0.028595254,76.90196,63.105278,clustered,False,False,True,True,True,disturbance-candidate
85,2025-03-18 16:49:11,2025-03-18 09:49:11,2025-03-18 16:49:41,2025-03-18 09:49:41,29.980771430145516,3.47,0.027234008398687774,120.0,32.8762,0.120000005,0.032876205,75.56303,64.31703,clustered,False,False,True,True,True,disturbance-candidate
85,2025-03-18 17:46:40,2025-03-18 10:46:40,2025-03-18 17:47:10,2025-03-18 10:47:10,29.980771430145516,5.1,0.01667735605686449,118.0,26.348942,0.11800001,0.026348943,75.41704,62.39466,clustered,False,False,True,True,True,disturbance-candidate
17,2025-03-27 04:37:29,2025-03-26 21:37:29,2025-03-27 04:37:59,2025-03-26 21:37:59,29.980771430145516,4.74,0.30065531201097,126.0,17.347017,0.126,0.017347017,75.98681,58.763893,clustered,False,False,True,True,True,disturbance-candidate
90,2025-03-09 21:13:48,2025-03-09 14:13:48,2025-03-09 21:13:51,2025-03-09 14:13:51,2.9807694494371746,2.68,0.16774192317839587,474.0,146.10323,0.47400004,0.14610323,87.494965,77.2726,continuous,False,False,True,True,True,disturbance-candidate
61,2025-03-09 18:15:03,2025-03-09 11:15:03,2025-03-09 18:15:33,2025-03-09 11:15:33,29.9999933976408,4.1,0.2439389247979706,176.0,28.885897,0.17600001,0.028885897,78.889656,63.193115,clustered,False,False,True,True,True,disturbance-candidate
3,2025-03-11 15:00:59,2025-03-11 08:00:59,2025-03-11 15:01:29,2025-03-11 08:01:29,29.980771430145516,5.1,0.027234008398687955,194.0,27.590763,0.194,0.027590765,79.735435,62.794678,clustered,False,False,True,True,True,disturbance-candidate
6,2025-03-11 15:03:36,2025-03-11 08:03:36,2025-03-11 15:04:06,2025-03-11 08:04:06,29.980771430145516,5.07,0.0,82.0,18.706863,0.082,0.018706864,72.25568,59.419422,clustered,False,False,True,True,True,disturbance-candidate
7,2025-03-11 15:04:06,2025-03-11 08:04:06,2025-03-11 15:04:36,2025-03-11 08:04:36,29.980771430145516,5.1,0.01667735605686449,88.0,20.796665,0.08800001,0.020796666,72.86905,60.339275,clustered,False,False,True,True,True,disturbance-candidate
10,2025-03-11 15:07:08,2025-03-11 08:07:08,2025-03-11 15:07:38,2025-03-11 08:07:38,29.980771430145516,5.07,0.0,80.0,17.41501,0.080000006,0.017415011,72.0412,58.797874,clustered,False,False,True,True,True,disturbance-candidate
18,2025-03-11 15:13:45,2025-03-11 08:13:45,2025-03-11 15:14:15,2025-03-11 08:14:15,29.980771430145516,5.07,0.027234008398687955,80.0,19.382938,0.080000006,0.019382939,72.0412,59.72779,clustered,False,False,True,True,True,disturbance-candidate
24,2025-03-11 15:29:17,2025-03-11 08:29:17,2025-03-11 15:29:47,2025-03-11 08:29:47,29.980771430145516,5.1,0.01667735605686449,80.0,18.2322,0.080000006,0.018232202,72.0412,59.196182,clustered,False,False,True,True,True,disturbance-candidate
25,2025-03-11 15:32:30,2025-03-11 08:32:30,2025-03-11 15:33:00,2025-03-11 08:33:00,29.980771430145516,5.1,0.01667735605686449,82.0,18.586273,0.082,0.018586274,72.25568,59.363247,clustered,False,False,True,True,True,disturbance-candidate
47,2025-03-11 16:24:50,2025-03-11 09:24:50,2025-03-11 16:25:20,2025-03-11 09:25:20,29.980771430145516,5.1,0.04717068624028506,132.0,22.86979,0.132,0.02286979,76.39088,61.164642,clustered,False,False,True,True,True,disturbance-candidate
68,2025-03-11 16:35:50,2025-03-11 09:35:50,2025-03-11 16:36:20,2025-03-11 09:36:20,29.980771430145516,5.07,0.016677356056864046,96.0,26.080822,0.096,0.026080823,73.624825,62.30583,clustered,False,False,True,True,True,disturbance-candidate
80,2025-03-11 16:41:50,2025-03-11 09:41:50,2025-03-11 16:42:20,2025-03-11 09:42:20,29.980771430145516,5.1,0.027234008398687955,120.0,27.493265,0.120000005,0.027493266,75.56303,62.76393,clustered,False,False,True,True,True,disturbance-candidate
95,2025-03-11 16:49:19,2025-03-11 09:49:19,2025-03-11 16:49:49,2025-03-11 09:49:49,29.980771430145516,5.07,0.027234008398687955,104.0,26.543938,0.104,0.02654394,74.32007,62.458706,clustered,False,False,True,True,True,disturbance-candidate
107,2025-03-11 16:55:19,2025-03-11 09:55:19,2025-03-11 16:55:49,2025-03-11 09:55:49,29.980771430145516,5.1,0.027234008398687955,104.0,25.715202,0.104,0.025715204,74.32007,62.183197,clustered,False,False,True,True,True,disturbance-candidate
15,2025-03-11 17:07:42,2025-03-11 10:07:42,2025-03-11 17:08:12,2025-03-11 10:08:12,29.980771430145516,5.1,0.01667735605686449,96.0,20.581142,0.096,0.020581143,73.624825,60.24879,clustered,False,False,True,True,True,disturbance-candidate
20,2025-03-11 17:10:19,2025-03-11 10:10:19,2025-03-11 17:10:49,2025-03-11 10:10:49,29.980771430145516,5.1,0.027234008398687955,80.0,19.688261,0.080000006,0.019688262,72.0412,59.86355,clustered,False,False,True,True,True,disturbance-candidate
29,2025-03-11 17:15:42,2025-03-11 10:15:42,2025-03-11 17:16:12,2025-03-11 10:16:12,29.980771430145516,5.1,0.01667735605686449,84.0,19.967928,0.08400001,0.019967929,72.46499,59.98606,clustered,False,False,True,True,True,disturbance-candidate
58,2025-03-11 17:30:26,2025-03-11 10:30:26,2025-03-11 17:30:56,2025-03-11 10:30:56,29.980771430145516,5.1,0.027234008398687955,112.0,25.998716,0.112,0.025998717,74.96376,62.27844,clustered,False,False,True,True,True,disturbance-candidate
103,2025-03-11 17:57:37,2025-03-11 10:57:37,2025-03-11 17:58:07,2025-03-11 10:58:07,29.980771430145516,5.1,0.027234008398687955,86.0,21.186659,0.086,0.02118666,72.669365,60.50065,clustered,False,False,True,True,True,disturbance-candidate
3,2025-03-11 04:09:39,2025-03-10 21:09:39,2025-03-11 04:10:09,2025-03-10 21:10:09,29.980771430145516,5.07,0.38390132179321196,90.0,20.891598,0.09,0.0208916,73.064255,60.378834,clustered,False,False,True,True,True,disturbance-candidate
63,2025-03-11 19:34:23,2025-03-11 12:34:23,2025-03-11 19:34:53,2025-03-11 12:34:53,29.980771430145516,4.44,0.027234008398687955,208.0,20.51828,0.208,0.02051828,80.34067,60.22222,clustered,False,False,True,True,True,disturbance-candidate
79,2025-03-11 19:45:41,2025-03-11 12:45:41,2025-03-11 19:46:11,2025-03-11 12:46:11,29.980771430145516,4.44,0.0,84.0,17.131495,0.08400001,0.017131496,72.46499,58.655304,clustered,False,False,True,True,True,disturbance-candidate
1,2025-03-11 18:02:15,2025-03-11 11:02:15,2025-03-11 18:02:45,2025-03-11 11:02:45,29.980771430145516,4.44,0.01667735605686449,80.0,20.029507,0.080000006,0.020029508,72.0412,60.01281,clustered,False,False,True,True,True,disturbance-candidate
6,2025-03-11 18:05:00,2025-03-11 11:05:00,2025-03-11 18:05:30,2025-03-11 11:05:30,29.980771430145516,4.44,0.027234008398687955,80.0,19.588198,0.080000006,0.019588199,72.0412,59.81929,clustered,False,False,True,True,True,disturbance-candidate
20,2025-03-11 18:13:27,2025-03-11 11:13:27,2025-03-11 18:13:57,2025-03-11 11:13:57,29.980771430145516,4.47,0.01667735605686449,116.0,26.337397,0.116000004,0.026337398,75.26856,62.390858,clustered,False,False,True,True,True,disturbance-candidate
58,2025-03-11 18:33:44,2025-03-11 11:33:44,2025-03-11 18:34:14,2025-03-11 11:34:14,29.980771430145516,4.44,0.016677356056864046,88.0,17.400898,0.08800001,0.017400898,72.86905,58.790833,clustered,False,False,True,True,True,disturbance-candidate
87,2025-03-11 18:54:13,2025-03-11 11:54:13,2025-03-11 18:54:43,2025-03-11 11:54:43,29.980771430145516,4.47,0.016677356056864046,82.0,17.43297,0.082,0.01743297,72.25568,58.80683,clustered,False,False,True,True,True,disturbance-candidate
123,2025-03-29 17:29:32,2025-03-29 10:29:32,2025-03-29 17:29:34,2025-03-29 10:29:34,1.9807693760776062,7.57,3.3200650334055855,404.0,48.893204,0.404,0.048893206,86.107025,67.76437,pulse,True,True,True,False,False,pressure/impulse
33,2025-03-29 04:36:58,2025-03-28 21:36:58,2025-03-29 04:37:28,2025-03-28 21:37:28,29.980771430145516,5.37,0.016677356056864046,82.0,18.742785,0.082,0.018742785,72.25568,59.43608,clustered,False,False,True,True,True,disturbance-candidate
6,2025-03-29 20:20:31,2025-03-29 13:20:31,2025-03-29 20:20:32,2025-03-29 13:20:32,0.980769302718038,6.12,1.741311767127072,1184.0,88.117645,1.184,0.08811765,95.446434,72.88066,pulse,True,True,True,False,False,pressure/impulse
39,2025-03-29 20:37:05,2025-03-29 13:37:05,2025-03-29 20:37:35,2025-03-29 13:37:35,29.980771430145516,4.74,0.016677356056864046,136.0,38.774857,0.136,0.03877486,76.65018,65.750404,clustered,False,False,True,True,True,disturbance-candidate
21,2025-03-29 22:22:49,2025-03-29 15:22:49,2025-03-29 22:23:19,2025-03-29 15:23:19,29.980771430145516,3.44,0.027234008398687955,138.0,38.274536,0.13800001,0.038274538,76.77698,65.637596,clustered,False,False,True,True,True,disturbance-candidate
2,2025-03-16 10:03:39,2025-03-16 03:03:39,2025-03-16 10:04:09,2025-03-16 03:04:09,29.980771430145516,5.07,0.04933228450178437,84.0,14.996793,0.08400001,0.014996793,72.46499,57.49937,clustered,False,False,True,True,True,disturbance-candidate
7,2025-03-16 10:09:14,2025-03-16 03:09:14,2025-03-16 10:09:44,2025-03-16 03:09:44,29.980771430145516,5.04,0.04933228450178426,88.0,21.212317,0.08800001,0.021212317,72.86905,60.51116,clustered,False,False,True,True,True,disturbance-candidate
33,2025-03-16 09:47:12,2025-03-16 02:47:12,2025-03-16 09:47:42,2025-03-16 02:47:42,29.980771430145516,5.07,0.07205441342637259,80.0,18.093649,0.080000006,0.01809365,72.0412,59.129925,clustered,False,False,True,True,True,disturbance-candidate
34,2025-03-16 09:49:51,2025-03-16 02:49:51,2025-03-16 09:50:21,2025-03-16 02:50:21,29.980771430145516,5.07,0.027234008398687955,86.0,17.907633,0.086,0.017907634,72.669365,59.040165,clustered,False,False,True,True,True,disturbance-candidate
66,2025-03-16 06:54:36,2025-03-15 23:54:36,2025-03-16 06:54:38,2025-03-15 23:54:38,1.9807693760776062,6.56,2.6621460345343735,144.0,17.184465,0.14400001,0.017184466,77.14665,58.68212,pulse,True,True,True,False,False,pressure/impulse
83,2025-03-28 05:30:51,2025-03-27 22:30:51,2025-03-28 05:30:53,2025-03-27 22:30:53,1.9807693760776062,5.55,4.0290406309434195,350.0,39.92233,0.35000002,0.03992233,84.86076,66.003716,pulse,True,True,True,False,False,pressure/impulse
169,2025-03-28 02:51:14,2025-03-27 19:51:14,2025-03-28 02:51:44,2025-03-27 19:51:44,29.980771430145516,6.47,0.01667735605686449,88.0,20.377165,0.08800001,0.020377167,72.86905,60.162277,clustered,False,False,True,True,True,disturbance-candidate
80,2025-03-17 22:44:20,2025-03-17 15:44:20,2025-03-17 22:44:50,2025-03-17 15:44:50,29.980771430145516,2.37,0.027234008398687955,106.0,25.135344,0.106000006,0.025135344,74.48552,61.985096,clustered,False,False,True,True,True,disturbance-candidate
55,2025-03-10 15:49:17,2025-03-10 08:49:17,2025-03-10 15:49:47,2025-03-10 08:49:47,29.980771430145516,3.44,0.3885322892495434,236.0,41.670303,0.23600002,0.041670304,81.437645,66.37593,clustered,False,False,True,True,True,disturbance-candidate
53,2025-03-10 16:35:34,2025-03-10 09:35:34,2025-03-10 16:36:04,2025-03-10 09:36:04,29.980771430145516,5.1,0.4726685491552672,408.0,33.5279,0.40800002,0.033527903,86.19261,64.487526,clustered,False,False,True,True,True,disturbance-candidate
98,2025-03-10 02:26:20,2025-03-09 19:26:20,2025-03-10 02:26:22,2025-03-09 19:26:22,2.4807694127573905,2.42,0.20155037281125088,96.0,26.697674,0.096,0.026697675,73.624825,62.50887,continuous,False,False,True,True,True,disturbance-candidate
